Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Year,Total.On.Board,Fatal.Injury.Likelihood,Serious.Injury.Likelihood,Severe.Injury.Risk,Aircraft.Destroyed,Aircraft.ID
20010824X01776,Accident,ANC01LA107,2001-08-09,"BIG LAKE, AK",United States,61.416667,-150.566667,,,Non-Fatal,substantial,N2716X,cessna,180h,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,takeoff,Probable Cause,15-07-2002,2001,2.0,0.0,0.0,0.0,0,cessna_180h
20010824X01772,Accident,ANC01FA102,2001-08-09,"TYONEK, AK",United States,61.385277,-151.389166,,,Fatal(1),substantial,N4849C,cessna,185,No,1.0,reciprocating,personal,1.0,0.0,0.0,0.0,vmc,cruise,Probable Cause,25-07-2002,2001,1.0,1.0,0.0,1.0,0,cessna_185
20010817X01721,Accident,NYC01WA207,2001-08-09,"Baffin Island, Canada",Canada,69.179445,-75.268889,,,Fatal(2),destroyed,,hughes,369d,No,,,,2.0,1.0,0.0,0.0,vmc,,Foreign,17-08-2001,2001,3.0,0.6666666666666666,0.3333333333333333,1.0,1,hughes_369d
20010815X01690,Accident,FTW01LA177,2001-08-09,"Bunkie, LA",United States,,,,,Non-Fatal,destroyed,N542KG,grumman-schweizer,g-164b,No,1.0,reciprocating,aerial application,0.0,0.0,1.0,0.0,vmc,maneuvering,Probable Cause,14-11-2001,2001,1.0,0.0,0.0,0.0,1,grumman-schweizer_g-164b
20010813X01665,Accident,DEN01LA142,2001-08-09,"Rock Springs, WY",United States,,,RKS,Rock Springs-Sweetwater County,Non-Fatal,destroyed,N44JH,piper,pa-60-602p,No,2.0,reciprocating,business,0.0,0.0,0.0,1.0,vmc,takeoff,Probable Cause,01-11-2001,2001,1.0,0.0,0.0,0.0,1,piper_pa-60-602p
20010810X01660,Accident,CHI01LA269,2001-08-09,"Mackinac Island, MI",United States,,,MCD,MACKINAC ISLAND,Non-Fatal,destroyed,N5268W,cessna,p210n,No,1.0,reciprocating,personal,0.0,2.0,1.0,0.0,vmc,approach,Probable Cause,03-06-2002,2001,3.0,0.0,0.6666666666666666,0.6666666666666666,1,cessna_p210n
20010823X01763,Accident,ANC01LA104,2001-08-10,"PALMER, AK",United States,61.302222,-148.569167,,,Non-Fatal,substantial,N8090K,stinson,108-2,No,1.0,reciprocating,personal,0.0,0.0,0.0,4.0,vmc,landing,Probable Cause,15-07-2002,2001,4.0,0.0,0.0,0.0,0,stinson_108-2
20010820X01734,Accident,LAX01MA272,2001-08-10,"Meadview, AZ",United States,35.988611,-113.983333,,,Fatal(6),destroyed,N169PA,eurocopter,as350-b2,No,1.0,turbo shaft,,6.0,1.0,0.0,0.0,vmc,maneuvering,Probable Cause,22-06-2012,2001,7.0,0.8571428571428571,0.14285714285714285,1.0,1,eurocopter_as350-b2
20010813X01672,Accident,CHI01LA273,2001-08-10,"Hazelton, ND",United States,,,6H8,Hazelton Airport,Fatal(1),destroyed,N48624,grumman,g-164b,No,1.0,reciprocating,aerial application,1.0,0.0,0.0,0.0,vmc,maneuvering,Probable Cause,24-10-2002,2001,1.0,1.0,0.0,1.0,1,grumman_g-164b
20010815X01693,Accident,SEA01LA149,2001-08-11,"QUINCY, WA",United States,,,,,Non-Fatal,substantial,N6774Q,grumman,g-164b,No,1.0,reciprocating,aerial application,0.0,0.0,0.0,1.0,vmc,takeoff,Probable Cause,24-10-2002,2001,1.0,0.0,0.0,0.0,0,grumman_g-164b
20010820X01729,Accident,NYC01LA208,2001-08-11,"GASPORT, NY",United States,,,9G5,Royalton Airport,Non-Fatal,substantial,N6153H,piper,j3c-65,No,1.0,reciprocating,personal,0.0,0.0,1.0,1.0,vmc,takeoff,Probable Cause,01-05-2003,2001,2.0,0.0,0.0,0.0,0,piper_j3c-65
20011012X02080,Accident,FTW01LA215,2001-08-11,"TERRELL, TX",United States,,,1F7,Dallas Airpark East,Non-Fatal,substantial,N235RM,piper,pa-28-235,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,landing,Probable Cause,20-02-2002,2001,2.0,0.0,0.0,0.0,0,piper_pa-28-235
20010816X01701,Accident,FTW01LA182,2001-08-11,"SAN ANTONIO, TX",United States,29.336944,-98.471111,SSF,Stinson Municipal Airport,Non-Fatal,substantial,N1234X,schweizer,269c-1,No,1.0,reciprocating,instructional,0.0,0.0,0.0,2.0,vmc,maneuvering,Probable Cause,25-11-2003,2001,2.0,0.0,0.0,0.0,0,schweizer_269c-1
20010814X01682,Accident,FTW01LA180,2001-08-11,"FORT SMITH, AR",United States,,,FSM,Fort Smith Regional,Non-Fatal,substantial,N8137L,cessna,210,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,unknown,Probable Cause,02-07-2002,2001,2.0,0.0,0.0,0.0,0,cessna_210
20020320X00374,Accident,ANC01LA109,2001-08-11,"WRANGELL, AK",United States,56.333333,-132.5,,,Non-Fatal,substantial,N5193Y,sikorsky,s61a,No,1.0,turbo shaft,other work use,0.0,0.0,0.0,2.0,vmc,other,Probable Cause,15-07-2002,2001,2.0,0.0,0.0,0.0,0,sikorsky_s61a
20010821X01744,Accident,LAX01LA276,2001-08-11,"Strathmore, CA",United States,36.1525,-119.183611,,,Non-Fatal,destroyed,N4262Y,bell,47g-4a,No,1.0,reciprocating,aerial application,0.0,0.0,1.0,0.0,vmc,maneuvering,Probable Cause,23-10-2002,2001,1.0,0.0,0.0,0.0,1,bell_47g-4a
20010823X01762,Accident,IAD01FA096,2001-08-11,"Rohrersville, MD",United States,39.445833,-77.633333,,,Fatal(3),destroyed,N2869F,piper,pa-28rt-201,No,1.0,reciprocating,personal,3.0,0.0,0.0,0.0,imc,cruise,Probable Cause,18-04-2003,2001,3.0,1.0,0.0,1.0,1,piper_pa-28rt-201
20010814X01681,Accident,NYC01LA210,2001-08-12,"BROCKPORT, NY",United States,,,7G0,Ledgedale Airpark,Non-Fatal,substantial,N7878G,cessna,172l,No,1.0,reciprocating,personal,0.0,2.0,0.0,0.0,vmc,landing,Probable Cause,01-04-2003,2001,2.0,0.0,1.0,1.0,0,cessna_172l
20010816X01698,Accident,MIA01LA215,2001-08-12,"SAVANNAH, GA",United States,32.127778,-81.202222,KSAV,Savannah International,Non-Fatal,substantial,N4916N,cessna,182q,No,1.0,reciprocating,personal,0.0,1.0,1.0,0.0,vmc,landing,Probable Cause,03-06-2002,2001,2.0,0.0,0.5,0.5,0,cessna_182q
20010816X01699,Accident,DEN01LA145,2001-08-12,"CODY, WY",United States,44.615278,-109.115556,,,Non-Fatal,substantial,C-FBTW,eurocopter,as350 b-2,No,1.0,turbo shaft,other work use,0.0,0.0,0.0,1.0,vmc,descent,Probable Cause,20-09-2002,2001,1.0,0.0,0.0,0.0,0,eurocopter_as350 b-2
20010814X01683,Accident,DEN01LA144,2001-08-12,"KEMMERER, WY",United States,,,,,Non-Fatal,substantial,N530TJ,hughes,369ff,No,1.0,turbo shaft,other work use,0.0,0.0,0.0,1.0,vmc,maneuvering,Probable Cause,20-02-2002,2001,1.0,0.0,0.0,0.0,0,hughes_369ff
20010816X01700,Accident,CHI01LA280,2001-08-12,"GROSSE ILE, MI",United States,,,ONZ,Grosse Ile Municipal,Non-Fatal,substantial,N4080D,cessna,182a,No,1.0,reciprocating,personal,0.0,0.0,0.0,3.0,vmc,landing,Probable Cause,04-06-2002,2001,3.0,0.0,0.0,0.0,0,cessna_182a
20010816X01696,Accident,CHI01LA279,2001-08-12,"TRAVERSE CITY, MI",United States,,,TVC,CHERRY CAPITAL,Non-Fatal,substantial,N80917,globe,gc-1b,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,landing,Probable Cause,04-06-2002,2001,1.0,0.0,0.0,0.0,0,globe_gc-1b
20010813X01671,Accident,CHI01LA274,2001-08-12,"UNION, IL",United States,,,,,Non-Fatal,substantial,N8424W,piper,pa-28-180,No,1.0,reciprocating,personal,0.0,0.0,1.0,3.0,vmc,cruise,Probable Cause,25-06-2003,2001,4.0,0.0,0.0,0.0,0,piper_pa-28-180
20010821X01746,Accident,LAX01FA274,2001-08-12,"Boulder City, NV",United States,35.95,-114.85,61B,BOULDER CITY MUNI,Fatal(2),destroyed,N8098W,piper,pa-28-180,No,1.0,reciprocating,personal,2.0,0.0,0.0,0.0,vmc,approach,Probable Cause,30-12-2003,2001,2.0,1.0,0.0,1.0,1,piper_pa-28-180
20010831X01845,Accident,IAD01WA081,2001-08-12,"INNSBRUCK, Austria",Austria,,,,,Fatal(2),destroyed,N645LS,cessna,t210m,No,,,,2.0,0.0,0.0,0.0,,,Foreign,31-08-2001,2001,2.0,1.0,0.0,1.0,1,cessna_t210m
20010824X01777,Accident,ANC01LA108,2001-08-13,"AKIACHAK, AK",United States,60.9075,-161.423611,Z13,AKIACHAK,Non-Fatal,substantial,N562CT,cessna,207,No,1.0,reciprocating,,0.0,0.0,0.0,7.0,vmc,takeoff,Probable Cause,15-07-2002,2001,7.0,0.0,0.0,0.0,0,cessna_207
20010820X01727,Incident,NYC01IA211,2001-08-13,"Bluefield, WV",United States,,,BLF,MERCER COUNTY,Incident,minor,N732JT,cessna,210l,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,cruise,Probable Cause,25-07-2002,2001,1.0,0.0,0.0,0.0,0,cessna_210l
20010824X01775,Accident,ANC01FA106,2001-08-13,"Kotzebue, AK",United States,66.833333,-162.55,OTZ,Kotzebue,Fatal(1),destroyed,N56467,maule,m-6-235,No,1.0,reciprocating,personal,1.0,1.0,0.0,0.0,imc,cruise,Probable Cause,16-01-2003,2001,2.0,0.5,0.5,1.0,1,maule_m-6-235
20010823X01761,Accident,IAD01FA097,2001-08-14,"MCGAHEYSVILLE, VA",United States,38.391389,-43.969167,,,Fatal(2),substantial,N63351,cessna,150,No,1.0,reciprocating,instructional,2.0,0.0,0.0,0.0,vmc,descent,Probable Cause,15-03-2011,2001,2.0,1.0,0.0,1.0,0,cessna_150
20010830X01844,Accident,CHI01LA289,2001-08-14,"SOUTH HAVEN, MI",United States,,,0D1,South Haven Area Regional,Non-Fatal,substantial,N2949X,cessna,177,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,landing,Probable Cause,25-02-2003,2001,1.0,0.0,0.0,0.0,0,cessna_177
20010824X01767,Accident,IAD01LA098,2001-08-15,"CINCINNATI, OH",United States,39.103333,-84.418611,LUK,Lunken Field,Non-Fatal,substantial,N704SE,cessna,150m,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,approach,Probable Cause,13-05-2003,2001,1.0,0.0,0.0,0.0,0,cessna_150m
20010817X01719,Accident,DEN01LA147,2001-08-15,"PEYTON, CO",United States,,,00V,MEADOW LAKE,Non-Fatal,substantial,N733BW,cessna,172n,No,1.0,reciprocating,instructional,0.0,1.0,0.0,0.0,vmc,landing,Probable Cause,06-12-2002,2001,1.0,0.0,1.0,1.0,0,cessna_172n
20010820X01731,Accident,CHI01LA283,2001-08-15,"SIKESTON, MO",United States,,,SIK,SIKESTON AIRPORT,Non-Fatal,substantial,N27JS,cessna,177rg,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,takeoff,Probable Cause,25-06-2003,2001,2.0,0.0,0.0,0.0,0,cessna_177rg
20010828X01802,Accident,LAX01FA279,2001-08-15,"MOBILE, AZ",United States,32.980556,-112.239722,,,Fatal(2),destroyed,N3172P,beech,f-33a,No,1.0,reciprocating,instructional,2.0,0.0,0.0,0.0,vmc,maneuvering,Probable Cause,25-11-2003,2001,2.0,1.0,0.0,1.0,1,beech_f-33a
20010820X01730,Accident,SEA01TA152,2001-08-16,"UKIAH, OR",United States,45.097777,-118.815278,,Cable Creek Ranch,Non-Fatal,substantial,N52768,wsk pzl mielec,m-18 dromader,No,1.0,reciprocating,public aircraft,0.0,0.0,1.0,0.0,vmc,landing,Probable Cause,17-10-2001,2001,1.0,0.0,0.0,0.0,0,wsk pzl mielec_m-18 dromader
20010828X01796,Accident,MIA01LA217,2001-08-16,"SUMMERFIELD, FL",United States,,,,,Non-Fatal,substantial,N69120,cessna,152,No,1.0,reciprocating,instructional,0.0,0.0,0.0,1.0,vmc,cruise,Probable Cause,02-01-2002,2001,1.0,0.0,0.0,0.0,0,cessna_152
20010912X01926,Accident,CHI01LA309,2001-08-16,"FARGO, ND",United States,,,FAR,Hector International,Non-Fatal,substantial,N6410N,cessna,t210n,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,landing,Probable Cause,02-01-2002,2001,2.0,0.0,0.0,0.0,0,cessna_t210n
20010823X01757,Accident,CHI01LA286,2001-08-16,"PETERSBURG, NE",United States,,,,,Non-Fatal,substantial,N4598,grumman-schweizer,g-164a,No,1.0,reciprocating,aerial application,0.0,0.0,0.0,1.0,vmc,maneuvering,Probable Cause,04-06-2002,2001,1.0,0.0,0.0,0.0,0,grumman-schweizer_g-164a
20010821X01738,Accident,CHI01LA281,2001-08-16,"KENMARE, ND",United States,,,,,Non-Fatal,substantial,N6794Z,piper,pa-25-235,No,1.0,reciprocating,aerial application,0.0,0.0,0.0,1.0,vmc,maneuvering,Probable Cause,28-11-2001,2001,1.0,0.0,0.0,0.0,0,piper_pa-25-235
20010824X01780,Accident,ANC01LA114,2001-08-16,"ANCHORAGE, AK",United States,61.2,-149.833333,MRI,MERRILL FIELD,Non-Fatal,substantial,N3685Z,piper,pa-18-160,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,landing,Probable Cause,03-06-2002,2001,2.0,0.0,0.0,0.0,0,piper_pa-18-160
20010821X01739,Incident,FTW01IA183A,2001-08-16,"DFW Airport, TX",United States,32.896389,-97.0375,DFW,Dallas/Fort Worth Int'l,Incident,minor,N308WA,boeing,737-347,No,2.0,turbo fan,,0.0,0.0,0.0,190.0,vmc,takeoff,Probable Cause,30-05-2003,2001,190.0,0.0,0.0,0.0,0,boeing_737-347
20010830X01828,Accident,NYC01LA218,2001-08-17,"NEWARK, OH",United States,40.024445,-82.461667,VTA,Newark-Heath,Non-Fatal,substantial,N757PZ,cessna,152,No,1.0,reciprocating,instructional,0.0,0.0,0.0,1.0,vmc,landing,Probable Cause,03-06-2002,2001,1.0,0.0,0.0,0.0,0,cessna_152
20010828X01798,Accident,MIA01LA219,2001-08-17,"WILGROVE, NC",United States,,,8A6,Wilgrove Airpark,Non-Fatal,substantial,N1453T,piper,pa-28-140,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,landing,Probable Cause,04-12-2001,2001,1.0,0.0,0.0,0.0,0,piper_pa-28-140
20010829X01805,Accident,MIA01LA218,2001-08-17,"WINDER, GA",United States,33.976111,-83.653333,WDR,Winder-Barrow,Non-Fatal,substantial,N2405E,cessna,182r,No,1.0,reciprocating,instructional,0.0,1.0,1.0,0.0,vmc,takeoff,Probable Cause,28-08-2002,2001,2.0,0.0,0.5,0.5,0,cessna_182r
20010828X01801,Accident,LAX01LA282,2001-08-17,"GROVELAND, CA",United States,,,Q68,Pine Mountain Lake,Non-Fatal,substantial,N7198T,cessna,172-a,No,1.0,reciprocating,personal,0.0,0.0,1.0,0.0,vmc,takeoff,Probable Cause,25-02-2003,2001,1.0,0.0,0.0,0.0,0,cessna_172-a
20010821X01751,Accident,FTW01LA186,2001-08-17,"NEW BRAUNFELS, TX",United States,29.704444,-98.042222,BAZ,New Braunfels Municipal,Non-Fatal,substantial,N5286Z,cessna,421b,No,2.0,reciprocating,personal,0.0,0.0,0.0,4.0,vmc,landing,Probable Cause,01-07-2002,2001,4.0,0.0,0.0,0.0,0,cessna_421b
20010821X01750,Accident,FTW01LA184,2001-08-17,"FABENS, TX",United States,31.515556,-106.147222,E35,Fabens,Non-Fatal,substantial,N4890X,rockwell,s-2r,No,1.0,reciprocating,aerial application,0.0,0.0,0.0,1.0,vmc,cruise,Probable Cause,23-10-2001,2001,1.0,0.0,0.0,0.0,0,rockwell_s-2r
20010822X01755,Accident,LAX01LA283,2001-08-18,"VINTON, CA",United States,,,,,Non-Fatal,substantial,N53LH,aerospatiale,as 355f1,No,2.0,turbo shaft,,0.0,0.0,0.0,4.0,vmc,maneuvering,Probable Cause,28-05-2002,2001,4.0,0.0,0.0,0.0,0,aerospatiale_as 355f1
20010830X01835,Accident,FTW01LA200,2001-08-18,"SALADO, TX",United States,30.920556,-97.623056,,,Non-Fatal,substantial,N4795D,cessna,182a,No,1.0,reciprocating,skydiving,0.0,0.0,0.0,5.0,vmc,descent,Probable Cause,10-12-2014,2001,5.0,0.0,0.0,0.0,0,cessna_182a
20010827X01782,Accident,FTW01LA192,2001-08-18,"DOVER, AR",United States,35.405,-93.059722,AR89,Landers Loop,Non-Fatal,substantial,N6898M,stinson,108-3,No,1.0,reciprocating,personal,0.0,0.0,1.0,0.0,vmc,landing,Probable Cause,28-11-2001,2001,1.0,0.0,0.0,0.0,0,stinson_108-3
20010823X01758,Accident,DEN01LA149,2001-08-18,"ROCK SPRINGS, WY",United States,,,,,Non-Fatal,substantial,N3015L,piper,pa-32rt-300,No,1.0,reciprocating,personal,0.0,0.0,0.0,4.0,vmc,cruise,Probable Cause,25-07-2002,2001,4.0,0.0,0.0,0.0,0,piper_pa-32rt-300
20010919X01961,Accident,ANC01LA124,2001-08-18,"PALMER, AK",United States,61.583333,-149.096389,,,Non-Fatal,substantial,N9963Q,piper,pa-18-135,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,landing,Probable Cause,25-07-2002,2001,1.0,0.0,0.0,0.0,0,piper_pa-18-135
20011113X02234,Accident,SEA01LA153,2001-08-19,"ENUMCLAW, WA",United States,,,WN76,Bergseth Field,Non-Fatal,substantial,N82AS,let,blanik l-13,No,0.0,,personal,0.0,1.0,1.0,0.0,vmc,takeoff,Probable Cause,03-06-2002,2001,2.0,0.0,0.5,0.5,0,let_blanik l-13
20010822X01754,Accident,MIA01LA222,2001-08-19,"MITCHELL, GA",United States,33.175556,-82.642777,,,Non-Fatal,substantial,N232CD,cirrus design corp.,sr-22,No,1.0,reciprocating,personal,0.0,0.0,0.0,3.0,vmc,climb,Probable Cause,06-12-2002,2001,3.0,0.0,0.0,0.0,0,cirrus design corp._sr-22
20010822X01753,Accident,MIA01LA220,2001-08-19,"MOSHEIM, TN",United States,,,,Hartman Field,Fatal(1),substantial,N27848,piper,j-4a,No,1.0,reciprocating,instructional,1.0,0.0,2.0,0.0,vmc,landing,Probable Cause,23-10-2001,2001,3.0,0.3333333333333333,0.0,0.3333333333333333,0,piper_j-4a
20010821X01749,Accident,FTW01LA185,2001-08-19,"FORT WORTH, TX",United States,32.931111,-97.411667,T67,Hicks Airfield,Non-Fatal,substantial,N1852Z,beech,a-36tc,No,1.0,reciprocating,personal,0.0,0.0,1.0,3.0,vmc,takeoff,Probable Cause,25-07-2002,2001,4.0,0.0,0.0,0.0,0,beech_a-36tc
20010830X01838,Accident,ANC01LA115,2001-08-19,"PALMER, AK",United States,61.583333,-149.0925,,,Non-Fatal,substantial,N5189X,champion,7eca,No,1.0,reciprocating,personal,0.0,1.0,0.0,1.0,vmc,takeoff,Probable Cause,03-06-2002,2001,2.0,0.0,0.5,0.5,0,champion_7eca
20010828X01797,Accident,MIA01FA223,2001-08-19,"Blairsville, GA",United States,34.850556,-84.011667,46A,Blairsville Airport,Fatal(3),destroyed,N8869M,beech,a23,No,1.0,reciprocating,personal,3.0,0.0,0.0,0.0,vmc,takeoff,Probable Cause,18-06-2002,2001,3.0,1.0,0.0,1.0,1,beech_a23
20010830X01820,Accident,ATL01FA094,2001-08-19,"Rienzi, MS",United States,34.761667,-88.634166,,,Fatal(3),destroyed,N57297,piper,pa-28-151,No,1.0,reciprocating,personal,3.0,0.0,0.0,0.0,vmc,cruise,Probable Cause,25-07-2002,2001,3.0,1.0,0.0,1.0,1,piper_pa-28-151
20010821X01747,Accident,FTW01LA187,2001-08-20,"SUGARLAND, TX",United States,29.622223,-95.656389,SGR,Sugarland Municipal/Hull Field,Non-Fatal,substantial,N133DA,beech,f33c,No,1.0,reciprocating,personal,0.0,2.0,0.0,0.0,vmc,approach,Probable Cause,25-07-2002,2001,2.0,0.0,1.0,1.0,0,beech_f33c
20010824X01765,Accident,CHI01LA287,2001-08-20,"VICHY, MO",United States,,,VIH,Rolla National Airport,Non-Fatal,substantial,N432WC,cessna,305,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,landing,Probable Cause,24-10-2002,2001,1.0,0.0,0.0,0.0,0,cessna_305
20010828X01791,Accident,NYC01LA213,2001-08-21,"DAVIDSVILLE, PA",United States,,,,,Non-Fatal,substantial,N30247,cessna,177,No,1.0,reciprocating,ferry,0.0,0.0,1.0,0.0,vmc,takeoff,Probable Cause,28-11-2001,2001,1.0,0.0,0.0,0.0,0,cessna_177
20010830X01830,Accident,NYC01FA212,2001-08-21,"SHIRLEY, NY",United States,40.830834,-72.860556,HWV,BROOKHAVEN,Fatal(1),substantial,N225SD,pitts,s-2b,No,1.0,reciprocating,instructional,1.0,1.0,0.0,0.0,vmc,approach,Probable Cause,01-05-2003,2001,2.0,0.5,0.5,1.0,0,pitts_s-2b
20010913X01928,Accident,MIA01LA227,2001-08-21,"GADSDEN, AL",United States,33.9725,-86.088889,GAD,Gadsden,Non-Fatal,substantial,N764SP,cessna,172s,No,1.0,reciprocating,instructional,0.0,0.0,0.0,1.0,vmc,landing,Probable Cause,18-06-2002,2001,1.0,0.0,0.0,0.0,0,cessna_172s
20010828X01800,Accident,LAX01TA284,2001-08-21,"ELKO, NV",United States,40.825,-155.791666,EKO,ELKO REGIONAL,Non-Fatal,substantial,N975AA,aero commander,500s,No,2.0,reciprocating,,0.0,0.0,0.0,3.0,vmc,landing,Probable Cause,25-11-2003,2001,3.0,0.0,0.0,0.0,0,aero commander_500s
20010827X01786,Accident,DEN01LA150,2001-08-21,"TUCUMCARI, NM",United States,35.155556,-104.072223,,,Non-Fatal,substantial,N502AA,hughes,269c,No,1.0,reciprocating,other work use,0.0,0.0,0.0,2.0,vmc,maneuvering,Probable Cause,16-01-2003,2001,2.0,0.0,0.0,0.0,0,hughes_269c
20010829X01814,Accident,ANC01LA122,2001-08-21,"CORDOVA, AK",United States,60.533333,-145.716667,,,Non-Fatal,substantial,N111FB,cessna,185f,No,1.0,reciprocating,personal,0.0,0.0,0.0,3.0,vmc,takeoff,Probable Cause,15-07-2002,2001,3.0,0.0,0.0,0.0,0,cessna_185f
20010829X01813,Accident,ANC01LA121,2001-08-21,"NONDALTON, AK",United States,59.966667,-154.843889,,,Non-Fatal,substantial,N10395,de havilland,dhc-2,No,1.0,reciprocating,,0.0,0.0,0.0,5.0,vmc,takeoff,Probable Cause,02-07-2002,2001,5.0,0.0,0.0,0.0,0,de havilland_dhc-2
20010830X01839,Accident,ANC01LA120,2001-08-21,"KENAI, AK",United States,60.566667,-151.233333,,,Non-Fatal,substantial,N6550E,cessna,175,No,1.0,reciprocating,personal,0.0,1.0,1.0,0.0,vmc,takeoff,Probable Cause,02-07-2002,2001,2.0,0.0,0.5,0.5,0,cessna_175
20010829X01812,Accident,ANC01LA119,2001-08-21,"GLENNALLEN, AK",United States,62.158056,-145.461111,GKN,GULKANA,Non-Fatal,substantial,N2871P,piper,pa-18-180,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,takeoff,Probable Cause,03-06-2002,2001,2.0,0.0,0.0,0.0,0,piper_pa-18-180
20010824X01770,Accident,SEA01LA156,2001-08-22,"TWIN FALLS, ID",United States,,,TWF,Joslin Field,Non-Fatal,substantial,N3632T,schweizer,g-164b,No,1.0,reciprocating,aerial application,0.0,0.0,0.0,1.0,vmc,landing,Probable Cause,17-10-2001,2001,1.0,0.0,0.0,0.0,0,schweizer_g-164b
20010910X01908,Accident,LAX01LA287,2001-08-22,"MURRIETTA, CA",United States,,,F70,French Valley,Non-Fatal,substantial,N63405,cessna,150m,No,1.0,reciprocating,instructional,0.0,0.0,0.0,2.0,vmc,takeoff,Probable Cause,28-05-2002,2001,2.0,0.0,0.0,0.0,0,cessna_150m
20010830X01832,Accident,CHI01LA294,2001-08-22,"ALICE, ND",United States,,,,,Fatal(1),substantial,N4329Z,piper,pa-18-150,No,1.0,reciprocating,personal,1.0,0.0,0.0,0.0,vmc,maneuvering,Probable Cause,18-04-2003,2001,1.0,1.0,0.0,1.0,0,piper_pa-18-150
20010824X01764,Accident,CHI01LA288,2001-08-22,"ALMOND, WI",United States,,,,,Non-Fatal,substantial,N91138,cessna,188,No,1.0,reciprocating,aerial application,0.0,0.0,0.0,1.0,vmc,maneuvering,Probable Cause,24-10-2002,2001,1.0,0.0,0.0,0.0,0,cessna_188
20010829X01816,Accident,ANC01LA125,2001-08-22,"SPARREVOHN, AK",United States,60.825,-156.833333,,,Non-Fatal,substantial,N6949B,piper,pa-22,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,landing,Probable Cause,20-02-2002,2001,1.0,0.0,0.0,0.0,0,piper_pa-22
20010829X01815,Accident,ANC01LA123,2001-08-22,"NENANA, AK",United States,64.424445,-148.465278,,,Non-Fatal,substantial,N7604H,piper,pa-12,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,approach,Probable Cause,02-07-2002,2001,1.0,0.0,0.0,0.0,0,piper_pa-12
20010829X01807,Accident,FTW01FA188,2001-08-22,"Weatherford, TX",United States,32.750278,-97.675834,WEA,Parker County,Fatal(1),destroyed,N4755B,cessna,152,No,1.0,reciprocating,instructional,1.0,0.0,0.0,0.0,vmc,cruise,Probable Cause,13-05-2003,2001,1.0,1.0,0.0,1.0,1,cessna_152
20010830X01836,Accident,NYC01LA216,2001-08-23,"ELIZABETHTOWN, KY",United States,37.691666,-85.917778,EKX,Addington Field Airport,Non-Fatal,substantial,N5419E,cessna,182r,No,1.0,reciprocating,positioning,0.0,0.0,0.0,2.0,vmc,landing,Probable Cause,28-11-2001,2001,2.0,0.0,0.0,0.0,0,cessna_182r
20010827X01783,Accident,FTW01LA190,2001-08-23,"ODOM, AR",United States,,,NONE,Private Strip,Non-Fatal,substantial,N9154B,cessna,172,No,1.0,reciprocating,personal,0.0,0.0,1.0,1.0,vmc,taxi,Probable Cause,14-11-2001,2001,2.0,0.0,0.0,0.0,0,cessna_172
20010830X01831,Accident,CHI01FA290,2001-08-23,"NEWAYGO, MI",United States,43.451389,-85.724445,,,Fatal(1),substantial,N1017B,navion,l-17b,No,1.0,reciprocating,personal,1.0,0.0,0.0,0.0,vmc,cruise,Probable Cause,25-11-2003,2001,1.0,1.0,0.0,1.0,0,navion_l-17b
20010912X01917,Accident,FTW01TA194,2001-08-23,"Van Horn, TX",United States,30.688055,-104.9275,,,Non-Fatal,destroyed,N91187,piper,pa-18-150,No,1.0,reciprocating,public aircraft,0.0,0.0,1.0,0.0,vmc,maneuvering,Probable Cause,29-04-2003,2001,1.0,0.0,0.0,0.0,1,piper_pa-18-150
20010827X01781,Accident,FTW01LA191,2001-08-23,"Bulverde, TX",United States,,,1T7,Kestrel Airpark,Fatal(1),destroyed,N4362A,piper,pa-46-310p,No,1.0,reciprocating,personal,1.0,1.0,0.0,0.0,vmc,takeoff,Probable Cause,15-07-2002,2001,2.0,0.5,0.5,1.0,1,piper_pa-46-310p
